# ra	dec	mag	bv	bayer	flamsteed	constellation	pmra_mas	pmdec_mas
# Bright Star Catalogue V/50 (Hoffleit & Warren 1991), CDS Strasbourg. J2000.
# pmra_mas is the PROJECTED motion cos(dec).d(ra)/dt, as the catalogue states it.
34.7954	46.4725	6.21					-14.0	-9.0
38.4175	-20.0019	6.21	+1.10				-41.0	-79.0
39.6538	3.4431	6.21	+1.00				43.0	2.0
43.5271	-50.8714	6.21	+1.58				10.0	6.0
56.9567	-36.1058	6.21	-0.10				21.0	8.0
67.6596	32.4581	6.21	-0.04				-4.0	-11.0
67.8579	-13.6450	6.21	+0.12				-11.0	-63.0
78.4996	-14.6067	6.21	+0.37				-3.0	9.0
82.5825	4.2042	6.21	+1.27				2.0	-48.0
85.8313	23.2042	6.21	-0.06				-1.0	-22.0
85.4229	-16.7256	6.21	-0.13				-5.0	9.0
99.6587	1.6136	6.21	+0.15				-7.0	-5.0
101.5504	-37.7756	6.21	-0.13				-8.0	2.0
103.6754	-1.7564	6.21	+0.56				6.0	6.0
103.4804	-24.5392	6.21	+0.01				-27.0	-12.0
107.3346	-10.3472	6.21	+0.03				5.0	-20.0
113.3421	-14.3383	6.21	-0.04				-10.0	-4.0
115.8425	22.3994	6.21	+0.93				-26.0	13.0
115.7221	-58.2300	6.21	+1.05				-30.0	33.0
121.4042	27.5297	6.21	+0.01				0.0	-9.0
123.9687	-30.9258	6.21	+0.78				-47.0	-5.0
131.5992	-41.1256	6.21	-0.05				-18.0	-1.0
131.2721	-58.7250	6.21	-0.09				-31.0	-20.0
149.7754	-23.9503	6.21	-0.10				-49.0	23.0
151.6975	5.6114	6.21	+0.94		14	Sex	-34.0	-13.0
161.2650	-59.6842	6.21	+0.61	η		Car	-4.0	9.0
168.7250	-43.7342	6.21	+1.61				-25.0	-16.0
170.2242	67.1006	6.21	+1.01				49.0	-52.0
174.9629	-14.4686	6.21	0.00				-38.0	-11.0
179.2654	-33.3153	6.21	-0.04				-55.0	3.0
185.1167	-65.8428	6.21	-0.04				-56.0	-15.0
187.5121	51.5356	6.21	+0.51		7	CVn	-289.0	24.0
187.7088	53.0767	6.21	+0.54				15.0	181.0
200.3746	-19.4889	6.21	+0.09				-66.0	8.0
205.0650	31.0119	6.21	+0.96				-78.0	87.0
206.1904	-25.5008	6.21	+1.38				-53.0	-16.0
215.8567	-11.7142	6.21	+0.99		2	Lib	-9.0	-58.0
238.8767	-31.0836	6.21	+1.37				14.0	24.0
240.2238	-40.4353	6.21	+0.01				14.0	37.0
240.9779	-24.7264	6.21	+1.38				1.0	9.0
243.1046	67.1442	6.21	+0.99				-23.0	-43.0
255.4175	75.2972	6.21					16.0	-79.0
258.9646	-30.2106	6.21	-0.03				-1.0	-37.0
261.1546	-18.4458	6.21	+0.03				18.0	-4.0
261.7588	-12.5125	6.21	+0.51				37.0	-62.0
268.1617	-6.1436	6.21	+1.40				8.0	-9.0
270.0004	-20.3392	6.21	+1.40				5.0	-7.0
270.6254	22.9231	6.21	-0.10		97	Her	-4.0	-8.0
270.7875	48.4644	6.21	+0.03				29.0	15.0
278.9717	16.9756	6.21	+0.53				49.0	-68.0
282.0113	4.2414	6.21	+1.51				-2.0	14.0
284.5992	6.2403	6.21	+0.46				-3.0	-104.0
297.5904	-61.0614	6.21	-0.14				-6.0	-1.0
301.3396	56.3414	6.21	+0.43				-4.0	80.0
304.8717	13.2169	6.21	+1.63				-29.0	-12.0
307.0700	2.9369	6.21	+0.90				49.0	-2.0
312.3354	-18.0358	6.21	+1.42				2.0	-30.0
312.4963	5.5447	6.21	+0.98				40.0	6.0
315.1408	-4.7303	6.21	+0.63		11	Aqr	51.0	-137.0
318.8113	-40.5064	6.21	+1.14				139.0	-9.0
324.9987	-52.3592	6.21	+0.60				-17.0	1.0
326.7696	17.1942	6.21	+0.34				94.0	-14.0
333.9992	8.5494	6.21	+0.02				34.0	-11.0
339.9458	19.6811	6.21	0.00		41	Peg	-4.0	-10.0
342.5425	50.6769	6.21	+1.14				13.0	4.0
345.1579	0.1858	6.21	+0.89		3	Psc	44.0	13.0
345.3483	-7.0611	6.21	+1.41		81	Aqr	-15.0	-11.0
346.9883	64.2225	6.21	+1.10				10.0	1.0
358.7825	7.0711	6.21	-0.07		26	Psc	21.0	-19.0
13.1013	-69.5044	6.22	+0.56	λ¹		Tuc	-7.0	-86.0
23.9433	14.6614	6.22	-0.04		101	Psc	4.0	-11.0
35.7408	-18.3544	6.22	+0.94				149.0	-109.0
41.0854	-32.5250	6.22	+0.04				20.0	-31.0
44.2108	51.2608	6.22	+1.57				-11.0	-39.0
58.3042	-18.4344	6.22	+0.88				11.0	0.0
64.5342	42.1411	6.22	-0.08				29.0	-34.0
69.8462	25.2183	6.22	+0.16				17.0	-15.0
75.2042	-5.7533	6.22	+1.06				551.0	-1094.0
82.8371	-6.7083	6.22	-0.17				10.0	0.0
83.5162	-1.0356	6.22	-0.17				7.0	1.0
85.1554	-2.8250	6.22	-0.20				8.0	10.0
86.7696	-28.6392	6.22	-0.15				6.0	6.0
89.4758	1.2244	6.22	+1.48				-69.0	8.0
90.0792	44.5919	6.22					-26.0	-41.0
89.5488	-0.9942	6.22	+1.14				7.0	-25.0
90.0737	-12.8997	6.22	+0.36				-7.0	-39.0
94.7829	-8.5864	6.22	-0.04				-22.0	-10.0
96.9858	20.4961	6.22	+0.01		16	Gem	-35.0	7.0
104.6742	-45.7681	6.22	0.00				-5.0	-21.0
112.1971	15.1094	6.22	-0.05				4.0	-25.0
119.3333	-47.8903	6.22	-0.10				-20.0	14.0
120.4613	8.9139	6.22	+0.57				-2.0	22.0
130.7508	46.9011	6.22	+0.96				-39.0	-45.0
146.4808	-58.7942	6.22	+0.46				-123.0	59.0
154.0129	-59.9033	6.22	+0.20				-47.0	16.0
174.6004	-2.4361	6.22	+1.12				-31.0	9.0
175.5146	-20.2939	6.22	+0.95				-15.0	-48.0
179.2217	61.5492	6.22	+0.96				-31.0	-40.0
180.7150	-7.6836	6.22	+1.49				-36.0	20.0
182.1025	-60.8472	6.22	+1.74				-13.0	3.0
183.5700	-64.4086	6.22	+0.12				-13.0	4.0
184.0979	-72.6147	6.22	-0.01				-53.0	-26.0
186.9650	-4.6153	6.22	+0.44				-86.0	6.0
187.1063	-61.7953	6.22	+1.26				-34.0	-14.0
188.8708	-61.8419	6.22	+0.73				-304.0	-84.0
198.2121	-42.6997	6.22	+1.06				-20.0	3.0
200.7862	-33.1900	6.22	+1.65				-5.0	-5.0
214.2658	-18.5853	6.22	+0.98				1.0	5.0
215.7783	25.3381	6.22	+0.37				-155.0	64.0
220.4821	-58.6161	6.22	+0.45				19.0	-42.0
225.4921	-34.3589	6.22	+0.24				-25.0	-20.0
232.6513	-20.7283	6.22	+0.17				14.0	-19.0
232.9308	-20.1647	6.22	+0.22				-75.0	-28.0
233.0404	16.0561	6.22	-0.05	τ²	12	Ser	1.0	9.0
258.0825	-70.7211	6.22	+1.06				41.0	-79.0
267.0842	3.8042	6.22	+0.16				7.0	4.0
275.7621	16.6881	6.22	+1.20				-19.0	-16.0
278.2538	-39.8922	6.22	+0.42				86.0	-86.0
278.6300	-52.8919	6.22	+1.25				-11.0	-54.0
281.3487	-56.8817	6.22	+1.38				-54.0	-7.0
284.0946	-1.8000	6.22	-0.05				-5.0	-22.0
283.4429	57.4869	6.22	+1.23				18.0	-6.0
284.6942	40.6792	6.22	-0.16				8.0	0.0
283.3883	75.7875	6.22					13.0	24.0
289.7550	37.4453	6.22	-0.03				14.0	17.0
295.8108	58.0164	6.22	+0.56				137.0	-60.0
303.0996	-42.7806	6.22	+1.23				-14.0	-118.0
302.7646	21.1347	6.22	+0.90				17.0	34.0
304.3813	29.1481	6.22	+1.01				-11.0	32.0
306.5967	17.3156	6.22	+1.01				8.0	-6.0
309.9642	-62.9078	6.22	+1.10				12.0	-78.0
309.3263	0.0969	6.22	-0.08				0.0	-18.0
309.8050	-2.4128	6.22	-0.10				6.0	9.0
310.4925	17.5214	6.22	+0.94				22.0	44.0
325.8062	-19.6208	6.22	+0.27				77.0	-11.0
329.7292	-4.3731	6.22	+1.00				1.0	-254.0
335.9758	38.5736	6.22	+0.49				255.0	119.0
0.3304	49.9817	6.22	+0.97				18.0	-6.0
2.2175	25.4628	6.23	+0.97				114.0	31.0
5.6062	13.4825	6.23	+1.22		42	Psc	62.0	21.0
14.5933	-60.6964	6.23	+0.10				50.0	18.0
20.1437	-3.2469	6.23	+1.02				-13.0	6.0
30.7937	73.8506	6.23					-29.0	-5.0
32.8542	31.5264	6.23	+0.11		5	Tri	35.0	-13.0
37.7267	17.7039	6.23	+0.90		27	Ari	31.0	-84.0
54.9096	-3.3931	6.23	+1.04				-22.0	-73.0
63.3950	10.2122	6.23	+0.05				45.0	-26.0
65.8996	42.4281	6.23	0.00				24.0	-32.0
66.7529	2.0794	6.23	+1.09				65.0	-47.0
74.3217	-1.0672	6.23	+0.42				-37.0	-28.0
81.5100	-5.5183	6.23	-0.06				13.0	8.0
85.3346	53.4811	6.23	+0.84				2.0	-518.0
91.3917	33.5992	6.23	-0.08				8.0	-13.0
97.1167	16.2383	6.23	+0.90				-95.0	-47.0
104.4267	-27.5375	6.23	-0.14				-34.0	5.0
104.3233	-35.5075	6.23	+0.46				-37.0	8.0
107.5387	-18.6853	6.23	+0.40				-10.0	16.0
110.5771	-2.9789	6.23	+0.68				-16.0	3.0
117.3692	-13.3533	6.23	-0.09				-35.0	-18.0
118.9200	35.4128	6.23	+0.28				-62.0	-23.0
121.6146	-9.2450	6.23	-0.07				1.0	-12.0
122.7450	14.6294	6.23	+0.02				-28.0	-14.0
133.1192	28.2592	6.23	+1.62		53	Cnc	-17.0	-4.0
146.3783	78.1347	6.23	+1.35				4.0	3.0
158.5538	-60.9878	6.23	+1.40				4.0	-3.0
165.6017	-26.8314	6.23	+0.31				65.0	-120.0
181.4863	-35.6939	6.23	-0.08				-31.0	-2.0
181.5825	-68.6508	6.23	+1.24				-14.0	20.0
182.8808	-51.3594	6.23	+0.82				-208.0	-67.0
184.6317	30.2492	6.23	+0.30				77.0	-116.0
205.1629	28.0653	6.23	+1.28				-66.0	14.0
210.2937	27.3867	6.23	+0.17		11	Boo	-80.0	17.0
222.2788	-56.6678	6.23	+1.13				-110.0	-123.0
235.2429	-47.7356	6.23	+1.63				-27.0	-25.0
245.6621	-2.0797	6.23	+0.07				-13.0	3.0
250.7642	-46.0706	6.23	+0.85				-15.0	-18.0
266.4179	31.5047	6.23	0.00				11.0	-5.0
280.4650	-23.8333	6.23	+0.23		26	Sgr	32.0	-24.0
281.2308	54.8967	6.23	+0.82				7.0	-19.0
285.5362	-41.9100	6.23	0.00				48.0	2.0
287.0150	21.6989	6.23	+0.40				51.0	74.0
295.4896	40.2539	6.23	+0.18				-25.0	26.0
298.0908	18.6719	6.23	+0.01		9	Sge	-2.0	-3.0
305.0633	39.4033	6.23	+0.06				-2.0	-22.0
314.0708	56.8875	6.23	-0.18				4.0	2.0
333.6608	-41.3817	6.23	+0.65				567.0	-790.0
338.9704	-57.8836	6.23	+0.20				77.0	-9.0
339.5925	-7.8978	6.23	+0.78				76.0	-4.0
355.1692	36.7208	6.23	+0.39				236.0	20.0
3.7338	22.2842	6.24	-0.01				65.0	-11.0
19.2650	-66.3981	6.24	+0.05				44.0	2.0
24.4071	-9.4039	6.24	+0.53				259.0	93.0
28.7242	40.7019	6.24	+1.25				47.0	-66.0
38.4775	-51.0936	6.24	+0.52				-4.0	-30.0
44.1033	64.3325	6.24	+2.03				6.0	-2.0
52.3592	46.9378	6.24	+0.13				18.0	-35.0
67.5404	-13.5922	6.24	+1.00				-25.0	9.0
75.5000	1.6089	6.24	-0.04				-9.0	12.0
82.4192	29.1864	6.24	+0.45				22.0	-54.0
83.8437	-4.4253	6.24	-0.15				22.0	-27.0
90.7296	32.6358	6.24	+0.42				76.0	-209.0
94.6688	9.0472	6.24	+0.87				30.0	-44.0
95.9417	-15.0717	6.24	+1.53				-15.0	-7.0
96.3671	14.7219	6.24	+2.34				-14.0	-2.0
99.4788	73.6956	6.24	+0.38				-155.0	-18.0
98.1954	-11.1664	6.24	+1.11				-7.0	1.0
103.3437	10.9964	6.24	+0.97				11.0	-136.0
109.5171	30.9558	6.24	-0.03				-4.0	-28.0
111.2113	-19.0122	6.24	+0.29				-21.0	5.0
112.7129	-5.2264	6.24	+1.18				-6.0	-2.0
115.1971	13.7708	6.24					10.0	-16.0
128.1396	53.1147	6.24	+1.01				13.0	-77.0
128.3408	36.4364	6.24	+0.36		32	Lyn	-143.0	1.0
128.3767	-46.9711	6.24	+1.56				11.0	-9.0
142.4579	-23.3453	6.24	+1.57				-2.0	-3.0
143.3338	-7.1900	6.24	+1.17				-33.0	-12.0
145.4104	25.9128	6.24	+1.25		13	Leo	-14.0	-33.0
147.6254	4.3436	6.24	+0.48		4	Sex	-147.0	-55.0
148.6321	-22.4883	6.24	+0.04				-38.0	-31.0
152.0662	31.6042	6.24	+0.45				-83.0	-80.0
152.4854	-12.0958	6.24	+0.18				-5.0	-36.0
160.6304	-13.9750	6.24	+1.54				-20.0	-2.0
172.9483	-20.7767	6.24	+0.54				-131.0	32.0
186.6008	71.9297	6.24	+1.06				-153.0	-23.0
188.4475	33.3847	6.24	+1.05				2.0	-8.0
192.5817	-48.4597	6.24	+0.05				-37.0	2.0
193.1025	-53.8294	6.24	+1.13				-20.0	12.0
210.9825	4.9008	6.24	+0.39				-11.0	-3.0
213.3050	-26.6122	6.24	+1.08				9.0	-14.0
213.5979	41.5189	6.24	+1.04				-24.0	-105.0
234.0475	-33.0928	6.24					-16.0	-17.0
236.6892	-6.1203	6.24	+1.17				-9.0	-2.0
250.2979	-1.0006	6.24	+0.30				6.0	-15.0
262.0321	-63.0364	6.24	-0.09				-23.0	-27.0
265.5163	-50.5106	6.24	+1.76				24.0	-12.0
265.8417	14.2950	6.24	+0.42				6.0	23.0
267.5437	78.3067	6.24	+1.44				18.0	18.0
285.4075	-22.6956	6.24	+1.66				4.0	0.0
298.6683	-61.1708	6.24	+0.16				-8.0	11.0
313.6458	-50.7278	6.24	-0.12				2.0	-36.0
353.4279	45.0581	6.24	+0.98				-29.0	10.0
355.4771	57.2600	6.24					5.0	-2.0
357.3817	-15.8611	6.24	+1.22				49.0	-22.0
358.3367	-24.2292	6.24	+0.19				47.0	-11.0
0.8571	63.6419	6.24	+0.33				-8.0	57.0
3.5096	33.2061	6.25	-0.01				-6.0	-18.0
19.0562	87.1453	6.25	+1.12				51.0	-27.0
17.0054	32.0122	6.25	+0.40		78	Psc	204.0	-30.0
19.5425	47.4197	6.25	+1.35				18.0	-2.0
26.1921	57.0892	6.25	+0.04				14.0	-4.0
36.3167	56.6100	6.25	+0.31		10	Per	-2.0	8.0
37.5692	33.8339	6.25	+1.07				70.0	-57.0
39.2767	32.8919	6.25	+0.48				65.0	63.0
40.0654	6.1119	6.25	+0.40				52.0	-3.0
41.7429	35.9836	6.25	+0.93				50.0	-5.0
42.3783	57.0842	6.25	+0.89				4.0	-10.0
45.4679	5.3361	6.25	+1.05				36.0	15.0
49.0079	34.6886	6.25	+0.28				43.0	-34.0
48.7508	-26.1003	6.25	+0.04				-19.0	-15.0
53.6558	-9.8686	6.25	+0.02				18.0	-4.0
56.9537	32.1950	6.25	+0.47				-32.0	-47.0
58.0179	31.1683	6.25	+0.20				-26.0	-45.0
63.4579	12.7533	6.25	+1.16				19.0	-28.0
68.3871	18.0167	6.25	+0.07				11.0	-24.0
70.9342	-41.0647	6.25	+1.46				3.0	10.0
77.7417	-2.2539	6.25	+0.98				75.0	-145.0
81.5238	16.7003	6.25	-0.08		113	Tau	-9.0	-3.0
85.8758	-39.4069	6.25	+0.37				51.0	-2.0
87.8571	32.1250	6.25	+1.75				1.0	7.0
89.3958	66.0961	6.25	+1.36				48.0	-16.0
94.2446	23.7408	6.25	+0.45		9	Gem	0.0	-1.0
96.3746	-35.0639	6.25	+1.36				-5.0	-35.0
118.6221	47.3861	6.25	+1.15		25	Lyn	-17.0	6.0
120.2000	19.8161	6.25	+1.11				-1.0	-13.0
119.2113	-59.1264	6.25	+2.08				-24.0	-19.0
131.5288	-11.0064	6.25	+1.61				-18.0	27.0
132.6342	33.2853	6.25	+0.49				-67.0	-81.0
133.2746	59.0561	6.25					14.0	3.0
134.8154	-28.8061	6.25	+1.00				-61.0	15.0
138.8108	-45.5556	6.25	-0.08				-3.0	-10.0
143.4963	23.4539	6.25	+1.46				-52.0	-87.0
152.8242	-7.3167	6.25	+0.01				12.0	-14.0
153.7821	59.9856	6.25	+1.60				15.0	9.0
153.3308	-27.0289	6.25	+0.31				-56.0	38.0
161.5700	-60.6033	6.25	+0.04				-62.0	-8.0
171.9737	-1.7000	6.25	+1.04				-34.0	-3.0
186.1863	-41.3842	6.25	+1.18				-64.0	-71.0
189.7187	-67.1931	6.25	+0.06				-6.0	-2.0
193.4571	12.4186	6.25	+0.27		41	Vir	51.0	-24.0
198.1058	80.4714	6.25	+0.94				-9.0	12.0
214.1367	20.1214	6.25	+0.49				-148.0	-103.0
220.5133	61.2619	6.25	+0.41				70.0	-30.0
233.0183	-38.6231	6.25	+0.20				-26.0	-89.0
235.0433	12.0531	6.25	+0.94				-7.0	-7.0
240.7183	-62.5417	6.25	-0.04				-42.0	-23.0
242.0204	17.0544	6.25	+1.14	κ	7	Her	-31.0	-28.0
243.2354	-4.2208	6.25	+0.13				-32.0	-15.0
247.7617	35.2250	6.25	+1.64				-8.0	-16.0
253.5442	-1.6122	6.25	+0.28				15.0	-71.0
259.1483	-74.5331	6.25	-0.01				-27.0	-58.0
275.3808	-24.9150	6.25	+1.84				7.0	8.0
279.8879	40.9350	6.25	-0.06				27.0	-2.0
282.4046	0.8358	6.25	+0.04				-1.0	-24.0
287.4408	65.9786	6.25	0.00		55	Dra	1.0	30.0
288.8883	-24.1792	6.25	+0.54				116.0	-95.0
289.1367	-33.5217	6.25	+0.02				12.0	24.0
291.0921	16.9378	6.25	+0.08		2	Sge	-3.0	-11.0
292.3250	0.2461	6.25	+1.32				7.0	-8.0
292.6954	36.2286	6.25	-0.04				6.0	-11.0
294.9250	-45.2781	6.25	+0.28				-1.0	20.0
297.2296	-52.8881	6.25	+1.13				9.0	-50.0
297.8238	9.6303	6.25	+0.10				-1.0	-12.0
306.7208	-37.4031	6.25	+0.97				-242.0	-116.0
307.0312	8.4375	6.25	+1.08				43.0	17.0
309.4775	18.2692	6.25	+1.48				19.0	99.0
314.9004	-19.0353	6.25	-0.13		20	Cap	11.0	-13.0
315.7925	-27.7319	6.25	+0.95				35.0	-44.0
315.7625	1.5319	6.25	+0.48				-116.0	-53.0
317.3875	-20.5564	6.25	+0.38		27	Cap	120.0	-124.0
323.3246	45.8542	6.25	+1.81				-1.0	3.0
324.3908	-0.3903	6.25	+0.06				-15.0	-23.0
341.3675	19.3667	6.25	+1.05		45	Peg	-26.0	56.0
351.8117	1.1225	6.25	+1.02		9	Psc	44.0	-35.0
352.3838	-4.5328	6.25	+1.09				183.0	-232.0
0.4325	42.3672	6.25	-0.03				5.0	-3.0
0.7400	-20.0461	6.25	+0.53				110.0	71.0
1.2333	26.6489	6.25	+1.40				110.0	-12.0
7.2358	36.9000	6.26	+0.92				-11.0	3.0
7.1796	-50.5328	6.26	+1.09				150.0	-2.0
19.1279	79.9100	6.26	+0.42				-55.0	59.0
21.1746	-44.5283	6.26	+1.14				-9.0	-18.0
28.2117	51.4747	6.26					-11.0	-9.0
28.7396	37.1283	6.26	+1.17				21.0	-10.0
40.8608	-66.7144	6.26	+0.53				108.0	-70.0
43.3383	48.5694	6.26	+1.18				15.0	-27.0
47.8200	-16.0253	6.26	+1.20				-14.0	-20.0
61.4854	-8.8561	6.26	+0.06				24.0	-8.0
67.8500	40.0103	6.26	+0.04				-6.0	-14.0
72.0292	55.6025	6.26					75.0	-102.0
72.4258	-13.7697	6.26	+0.44				-122.0	-172.0
84.3175	66.6961	6.26					-10.0	-31.0
84.0429	-28.7078	6.26	+0.13				23.0	0.0
96.0096	8.8847	6.26	-0.08				-5.0	-18.0
103.2817	44.8394	6.26	+0.21				8.0	-81.0
103.5096	-50.6117	6.26	+0.99				-49.0	218.0
104.9138	-21.6033	6.26	-0.15				-2.0	-10.0
113.3063	-40.0589	6.26	-0.12				20.0	-10.0
121.7913	43.2603	6.26	-0.02		28	Lyn	-10.0	-34.0
122.4487	-42.6406	6.26	-0.04				-4.0	10.0
133.8304	-45.0417	6.26	-0.16				2.0	8.0
142.3850	-4.2472	6.26	+0.84				-29.0	-80.0
146.7779	-65.0725	6.26	+0.08	υ		Car	-11.0	23.0
160.3508	-1.7417	6.26	+0.88		33	Sex	-137.0	-121.0
161.0808	-70.8600	6.26	+0.20				-75.0	-7.0
176.3025	-49.0697	6.26	+1.17				-31.0	14.0
177.0979	-10.3133	6.26	+0.58				-99.0	-115.0
179.1829	-47.0725	6.26	+0.40				-126.0	16.0
183.8771	-41.9131	6.26	+1.01				-331.0	-175.0
186.7008	-48.9133	6.26	+0.68				-633.0	-82.0
188.2621	10.2956	6.26	+0.95		20	Vir	-51.0	5.0
188.3433	-19.7919	6.26	+0.29				-13.0	-2.0
189.9817	-66.5117	6.26	-0.05				-59.0	-21.0
191.8892	-6.3019	6.26	+0.55				1.0	-44.0
193.5546	33.5344	6.26	+0.20				-90.0	32.0
196.2004	-41.1967	6.26	+1.68				-28.0	-34.0
200.1733	2.9417	6.26	+0.10				-59.0	-29.0
210.9033	7.5464	6.26	+0.94				-38.0	-12.0
218.4096	79.6603	6.26	+1.30				-101.0	81.0
238.9158	18.6206	6.26	-0.11				-14.0	-15.0
250.1437	-20.4086	6.26	+1.08				12.0	34.0
255.4633	-18.8856	6.26	+1.38		29	Oph	-38.0	-18.0
264.3617	-38.0656	6.26	+1.25				-13.0	26.0
264.7854	2.0281	6.26	+1.03				40.0	-21.0
270.2383	15.0933	6.26	+0.69				-59.0	-108.0
290.4046	-19.2342	6.26	-0.10				7.0	-1.0
289.9021	54.3761	6.26	+0.03				18.0	-25.0
295.0763	-54.4175	6.26	+1.00				38.0	-9.0
296.1421	13.3028	6.26	-0.03	ψ	48	Aql	-7.0	-6.0
301.8963	-55.0164	6.26	+0.53				16.0	23.0
301.1858	63.8906	6.26	+0.10				7.0	43.0
302.8379	21.8756	6.26	-0.02				-1.0	7.0
336.4196	18.4444	6.26	+1.22				28.0	27.0
346.9488	63.6333	6.26	-0.02				2.0	-4.0
354.4158	16.8256	6.26	0.00		74	Peg	134.0	0.0
355.3621	49.5122	6.26	+0.19				2.0	-21.0
359.2846	-26.6236	6.26	+1.45				71.0	17.0
359.5883	-15.8475	6.26	+1.08		1	Cet	86.0	-6.0
12.2363	-46.6978	6.27	+0.90				-8.0	17.0
13.4483	52.6892	6.27	+0.19				76.0	-26.0
13.7717	48.6786	6.27	+1.68				-22.0	-6.0
21.7758	34.3775	6.27	+0.46				154.0	-11.0
26.2325	20.0831	6.27	+0.75		109	Psc	-41.0	-109.0
47.0883	18.7950	6.27	+1.58		54	Ari	47.0	-16.0
48.2563	-35.9439	6.27	-0.08				3.0	-1.0
54.8533	75.7397	6.27	+0.97				-15.0	6.0
65.1612	-6.2456	6.27	+0.91				103.0	-44.0
76.2525	-54.4075	6.27	+1.54				2.0	0.0
76.5387	-73.0378	6.27	-0.01				16.0	64.0
78.8654	22.2847	6.27	+0.08		108	Tau	-8.0	-11.0
81.1925	-52.3164	6.27	+0.07	θ		Pic	-12.0	-31.0
83.4083	34.7258	6.27	+0.15				-38.0	-8.0
83.9813	27.6622	6.27	+1.54				-25.0	-39.0
92.1442	-44.3561	6.27	-0.15				-13.0	10.0
92.4467	-26.7008	6.27	+1.01				-7.0	21.0
96.6871	-7.5114	6.27	-0.04				6.0	-1.0
95.7554	-63.6831	6.27	+1.60				-24.0	13.0
96.2317	-63.8278	6.27	-0.13				-14.0	26.0
101.0483	53.2964	6.27	+1.08				50.0	-177.0
104.3571	11.9075	6.27	+0.34				19.0	0.0
104.6625	7.6219	6.27	+0.11				-16.0	-30.0
104.6650	-55.7294	6.27	+1.16				-73.0	-90.0
105.1775	-28.4894	6.27	+0.45				-6.0	-34.0
114.0692	-8.3114	6.27	+1.54				35.0	2.0
114.5604	24.3603	6.27					25.0	13.0
122.3462	42.4306	6.27	+1.27				-8.0	-72.0
122.1767	13.6408	6.27	+0.43		12	Cnc	-1.0	-17.0
124.5658	54.1436	6.27	+1.54				-24.0	-38.0
135.5267	-39.4025	6.27	+1.00				-37.0	23.0
142.2592	-1.2569	6.27	+0.27				-73.0	1.0
142.8871	-66.7194	6.27	+1.35				-27.0	-6.0
148.7642	61.1161	6.27	+1.05				9.0	-2.0
151.3133	-36.3839	6.27	+1.11				-10.0	3.0
152.1479	-15.6117	6.27	-0.01				-27.0	14.0
155.8046	-30.1622	6.27	+0.31				6.0	-11.0
155.9183	-41.9533	6.27	+0.88				-130.0	11.0
161.0604	19.7586	6.27	+0.17				-116.0	-26.0
161.1104	-72.4439	6.27	+0.49				-175.0	40.0
169.2992	-38.0144	6.27	+0.10				-88.0	10.0
169.9013	-75.1425	6.27	-0.03				-38.0	4.0
174.6342	33.6256	6.27	+1.32				-28.0	-19.0
175.4317	55.1725	6.27	+1.49				-15.0	23.0
177.7892	33.3750	6.27	+0.32				-21.0	19.0
181.1171	85.5872	6.27	+0.59				-56.0	92.0
184.8296	23.0347	6.27	+0.17		8	Com	-22.0	-12.0
192.1742	48.4669	6.27	+0.18		11	CVn	-65.0	16.0
204.9200	-39.7481	6.27	+1.66				-20.0	-25.0
210.5508	45.7536	6.27	+1.32				33.0	-76.0
215.8137	1.2417	6.27	+0.63				226.0	-477.0
216.3717	38.3931	6.27	+1.23				7.0	-13.0
217.9283	60.2256	6.27	+0.24				-49.0	21.0
226.5579	-36.2642	6.27	+1.65				-17.0	8.0
231.4721	19.4808	6.27	+0.60				-57.0	-6.0
254.2667	-19.5400	6.27	+0.07				-10.0	-15.0
259.8762	-50.0633	6.27	+0.41				-14.0	-15.0
276.2437	27.3953	6.27	+0.05				2.0	8.0
280.5587	-81.8078	6.27	-0.13				1.0	-6.0
277.0258	-26.7572	6.27	+0.16				0.0	-36.0
289.1187	-69.1906	6.27	+0.17	τ		Pav	0.0	-24.0
288.8304	50.0708	6.27					5.0	-3.0
293.8900	-12.2528	6.27	+1.09				15.0	-6.0
295.9150	57.0425	6.27	+0.88				10.0	20.0
303.1467	0.8675	6.27	+0.02				10.0	-14.0
304.7625	-63.2311	6.27	+1.04				-15.0	-84.0
304.0142	38.8978	6.27	+0.01				-1.0	-37.0
305.1346	-55.0508	6.27	+1.59				9.0	-33.0
305.4208	-49.9994	6.27	+0.55				-357.0	-250.0
307.5029	72.5317	6.27	+1.35				-3.0	-22.0
311.7650	-2.4867	6.27	+1.55				-16.0	-16.0
311.9700	52.4072	6.27	+0.89				68.0	-158.0
317.6954	-9.3539	6.27	+1.16				114.0	-56.0
318.3700	15.9825	6.27	+0.24				43.0	-23.0
331.4633	48.2317	6.27	-0.06				-5.0	4.0
332.5879	-3.8942	6.27	-0.01				19.0	-50.0
12.3892	-23.3617	6.28	+0.13				-8.0	0.0
23.1512	-49.7278	6.28	+0.46				-30.0	-77.0
31.6221	0.0350	6.28	+0.90				64.0	-10.0
35.9658	55.3644	6.28	+0.86				6.0	-24.0
47.1612	8.4708	6.28	+1.06				-15.0	69.0
51.8279	12.7350	6.28	-0.02				7.0	-19.0
62.3650	59.9081	6.28	+1.14				0.0	-5.0
73.2729	-72.4075	6.28	+0.52				-52.0	276.0
81.1596	31.2239	6.28	+1.24				-43.0	-9.0
88.8975	-4.7883	6.28	+0.06				-11.0	-19.0
100.3408	16.3975	6.28	-0.01				-22.0	-8.0
