# id	type	ra	dec	mag	band	majax	minax	pa	name
# OpenNGC (Mattia Verga), CC-BY-SA-4.0. J2000. Axes in arcminutes, angles in degrees.
# mag is V where measured and B otherwise; `band` says which. See NOTICE.txt.
IC0431	RfN	85.05846	-1.46281			8.00	5.00		
IC0432	RfN	85.23325	-1.50700			10.00	10.00		
IC0433	G	85.13063	-11.66558			1.42	1.12	138	
IC0434	HII	85.25367	-2.45378	11.00	B	90.00	30.00		Flame Nebula
IC0435	RfN	85.75238	-2.31261			3.98	3.02		
IC0436	Other	88.41700	38.62478						
IC0437	G	87.90583	-12.56497	15.25	B	0.97	0.46	7	
IC0438	G	88.25033	-17.87608	12.07	V	2.80	1.82	63	
IC0439	Other	89.16463	32.02269						
IC0440	G	94.80546	80.06847	14.20	B	1.77	1.00	36	
IC0441	G	90.67762	-12.49914	14.40	B	1.22	1.13	40	
IC0442	G	99.04954	82.96825	14.04	B	1.25	1.25	5	
IC0443	SNR	94.15588	22.53167	12.00	B	50.00	40.00		Gem A
IC0444	RfN	94.64167	23.31333	7.03	B	8.00	4.00		
IC0445	G	99.33854	67.85986	14.28	B	0.87	0.70	20	
IC0446	Cl+N	97.77575	10.45928			5.00	4.00		
IC0447	HII	97.75133	9.89744	7.70	B	25.00	20.00		
IC0448	HII	98.18892	7.38864			15.00	10.00		
IC0449	G	101.42129	71.34383	13.65	B	1.77	1.34	83	
IC0450	G	103.05104	74.42708	14.12	V	1.38	0.80	130	
IC0451	G	103.21671	74.48072	14.83	B	1.34	1.07	144	
IC0454	G	102.77625	12.92203	14.50	B	1.69	0.88	138	
IC0455	G	113.74033	85.53719	14.27	B	1.06	0.65	78	
IC0456	G	105.07308	-30.16378	13.04	B	2.33	1.60	4	
IC0458	G	107.64229	50.11892	14.38	B	0.90	0.39	173	
IC0459	G	107.66121	50.17733	15.76	B	0.59	0.49	1	
IC0460	G	107.68446	50.20244	15.34	B	0.85	0.49	178	
IC0461	G	107.68767	50.08142	15.67	B	0.63	0.48	36	
IC0463	G	107.75371	50.11769			0.28	0.20	95	
IC0464	G	107.76979	50.13689	14.74	B	0.80	0.37	60	
IC0466	HII	107.16167	-4.31800	12.06	V	1.00			
IC0467	G	112.57662	79.87253	12.57	V	1.99	0.94	73	
IC0468	Other	109.32917	-13.21869						
IC0469	G	118.99617	85.15892	13.48	B	2.35	0.91	88	
IC0471	G	115.90188	49.66756	14.22	B	0.66	0.66	23	
IC0472	G	115.95975	49.61419	14.33	B	1.61	1.15	166	
IC0473	Other	115.60258	9.25528						
IC0474	G	116.53046	26.50511	14.91	B	1.27	0.40	113	
IC0475	G	116.78846	30.48881	14.79	B	0.75	0.45	133	
IC0476	G	116.81804	26.95097	15.45	B	0.62	0.48	99	
IC0477	G	118.02887	23.48303	15.39	B	1.15	1.15	30	
IC0478	G	118.42321	26.49269	15.29	B	0.66	0.48	12	
IC0479	G	118.59258	27.00883	15.02	B	0.61	0.51	171	
IC0480	G	118.84663	26.74333	15.04	B	1.75	0.33	167	
IC0481	G	119.76192	24.16064	15.05	B	0.93	0.26	4	
IC0482	G	119.94700	25.35697	14.98	B	0.63	0.52	151	
IC0484	G	120.00442	26.66586	15.34	B	0.89	0.40	43	
IC0485	G	120.08237	26.70144	15.33	B	1.17	0.24	154	
IC0486	G	120.08742	26.61353	13.20	V	0.87	0.66	138	
IC0488	Other	120.20629	25.90186						
IC0490	G	120.83383	25.81142	15.66	B	0.59	0.47	95	
IC0491	G	120.97917	26.52061	15.30	B	0.65	0.28	115	
IC0492	G	121.41108	26.16819	17.19	V	1.02	0.77	31	
IC0493	G	121.86496	25.13403	14.76	B	0.81	0.61	18	
IC0494	G	121.60050	1.03606	14.26	B	1.32	0.64	48	
IC0495	G	122.08092	9.01389	15.49	B	0.47	0.40	88	
IC0496	G	122.43400	25.88161	15.36	B	0.63	0.39	30	
IC0497	G	122.52529	24.92208	14.26	V	0.78	0.39	177	
IC0498	G	122.37613	5.28069	14.57	B	1.21	1.08	66	
IC0499	G	131.32208	85.74003	13.83	B	1.88	0.90	77	
IC0500	G	123.16500	-16.05081			1.77	0.71	54	
IC0501	G	124.69829	24.53742	15.51	B	0.73	0.55	125	
IC0502	G	125.51504	8.75261	15.43	B	0.56	0.54	62	
IC0503	G	125.54450	3.26806	14.10	B	1.33	1.03	110	
IC0504	G	125.67167	4.26242	14.25	B	1.51	1.09	139	
IC0505	G	125.84029	4.37247	14.57	B	1.38	0.99	144	
IC0506	G	125.87804	4.29950	14.69	B	1.19	0.86	171	
IC0508	G	127.09296	25.12472	14.71	B	0.79	0.70	97	
IC0509	G	128.01458	24.01092	13.22	V	1.02	0.92	57	
IC0510	GPair	128.04417	-2.16222			0.80			
IC0510 NED01	G	128.04246	-2.16211			0.33	0.18	132	
IC0510 NED02	G	128.04554	-2.16239	15.09	B	0.91	0.52	137	
IC0511	G	130.21021	73.48667	14.43	B	1.22	0.46	142	
IC0512	G	135.95763	85.50169	13.11	B	1.72	1.34	174	
IC0513	G	128.27108	-12.35556	14.59	B	1.49	1.00	39	
IC0514	G	128.84283	-2.04706	15.29	B	0.57	0.34	160	
IC0515	G	128.88038	-1.90111	15.63	B	1.04	0.58	34	
IC0516	G	128.96154	-1.87122	15.88	B	0.59	0.30	65	
IC0517	G	129.09208	-2.05556	15.44	B	0.61	0.34	29	
IC0518	Other	129.02896	0.69258						
IC0519	G	130.14337	2.61133	15.39	B	0.50	0.48	28	
IC0520	G	133.42608	73.49094	11.83	V	2.10	1.63	175	
IC0521	G	131.68317	2.53742	14.75	B	0.93	0.67	80	
IC0522	G	133.64546	57.16672	13.87	B	1.24	1.02	165	
IC0523	G	133.29717	9.14817	14.99	B	0.86	0.56	95	
IC0524	G	134.55346	-19.19192	15.07	B	0.94	0.63	21	
IC0525	G	135.34363	-1.85397	15.02	B	0.95	0.33	10	
IC0526	G	135.66992	10.84164	14.93	B	0.77	0.45	41	
IC0527	G	137.42408	37.60158	14.72	B	1.37	1.13	71	
IC0528	G	137.34396	15.79617	15.01	B	1.39	0.62	162	
IC0529	G	139.63667	73.75933	12.30	V	3.21	1.53	142	
IC0530	G	138.82071	11.88569	14.16	B	1.93	0.31	87	
IC0531	G	139.46171	-0.27847	14.79	B	0.79	0.42	60	
IC0532	Other	139.76567	-16.75494						
IC0533	G	140.09750	-3.99203	15.72	B	0.95	0.27	155	
IC0534	G	140.31438	3.15114	15.12	B	1.19	0.31	148	
IC0535	G	140.56758	-1.04033	15.84	B	0.65	0.53	5	
IC0536	G	141.16708	25.11019	15.09	B	1.09	0.22	24	
IC0537	G	141.34421	-12.39178	14.15	B	1.32	1.22	160	
IC0539	G	142.28433	-2.54914	14.31	B	0.97	0.73	130	
IC0540	G	142.54304	7.90275	14.69	B	1.07	0.27	171	
IC0541	Other	142.62829	-4.25367						
IC0542	G	142.77592	-13.18136	15.02	B	1.21	0.39	95	
IC0543	Other	142.78792	-14.77250						
IC0544	G	143.97242	24.89486	15.44	B	0.80	0.25	24	
IC0545	G	144.02233	24.94894	14.79	B	0.56	0.42	44	
IC0546	G	143.70933	-16.38442	14.83	B	1.27	0.70	103	
IC0548	G	144.58042	9.44597	15.28	B	0.76	0.19	166	
IC0549	G	145.18013	3.95975	15.00	B	0.60	0.37	180	
IC0550	G	145.11908	-6.94606	14.74	B	1.07	0.70	34	
IC0551	G	145.25046	6.93608	14.56	B	0.81	0.53	155	
IC0552	G	145.31904	10.64700	14.42	B	1.12	0.63	2	
IC0553	G	145.18804	-5.43536	14.45	B	1.07	0.85	118	
IC0554	G	145.48704	12.29628	14.36	B	1.29	0.57	18	
IC0557	G	146.01000	10.98811	14.66	B	1.11	0.64	38	
IC0558	G	146.25146	29.45231	13.90	V	0.93	0.72	165	
IC0559	G	146.18287	9.61500	14.82	B	1.09	0.92	87	
IC0560	G	146.47267	-0.26831	14.38	B	1.41	0.54	20	
IC0561	G	146.49504	3.14519	15.13	B	0.51	0.42	6	
IC0562	G	146.51625	-3.97117	15.00	B	1.22	0.28	162	
IC0563	G	146.58479	3.04558	14.81	B	0.97	0.40	111	
IC0564	G	146.58783	3.07136	14.16	B	1.64	0.45	68	
IC0565	GPair	146.96150	15.85256			1.00			
IC0565 NED01	G	146.95696	15.85203	16.74	B	0.68	0.16	178	
IC0565 NED02	G	146.96054	15.85189	15.03	B	1.24	0.27	51	
IC0566	G	147.48496	-0.23136	15.32	B	0.60	0.53	84	
IC0568	G	147.78471	15.73044	14.68	B	1.07	0.64	106	
IC0569	G	147.86729	10.92006	15.33	B	0.78	0.54	164	
IC0570	G	147.96242	15.75575	16.00	B	0.46	0.34	61	
IC0571	G	148.13154	15.77544	15.29	B	0.71	0.54	133	
IC0572	G	148.13671	15.82686	14.83	B	0.54	0.53	130	
IC0574	G	148.61263	-6.95339	14.79	B	1.05	0.87	4	
IC0575	G	148.63721	-6.85756	14.31	B	1.52	1.17	50	
IC0576	G	148.77933	11.03956	15.46	B	0.59	0.51	168	
IC0577	G	149.01654	10.49886	14.58	B	0.62	0.57	117	
IC0578	G	149.06729	10.48608	14.71	B	1.25	0.54	66	
IC0579	G	149.16425	-13.77489	15.15	B	1.12	0.41	132	
IC0581	G	149.54825	15.94697	14.95	B	1.00	0.71	129	
IC0582	G	149.75096	17.81714	14.57	B	0.97	0.91	85	
IC0583	G	149.77117	17.82144	15.16	B	0.89	0.19	113	
IC0584	G	149.77137	10.36114	14.99	B	0.50	0.43	149	
IC0585	G	149.93383	12.98858	14.82	B	1.21	0.86	123	
IC0586	G	149.95958	-6.92283	15.16	B	0.76	0.70	55	
IC0587	G	150.77154	-2.40003	14.31	B	1.25	0.56	106	
IC0588	G	150.52933	3.05769	14.25	V	0.90	0.53	164	
IC0589	G	151.09958	-5.67892	15.34	B	0.69	0.51	20	
IC0590	GPair	151.45929	0.63294			0.90			
IC0590 NED01	G	151.45763	0.63336	14.49	B	1.06	0.78	105	
IC0590 NED02	G	151.46113	0.63181	14.84	B	0.79	0.76	33	
IC0591	G	151.86538	12.27450	14.13	B	0.93	0.60	164	
IC0592	G	151.99479	-2.49725	14.22	B	0.92	0.75	26	
IC0593	G	152.07504	-2.52681	14.43	B	0.81	0.58	97	
IC0594	G	152.13333	-0.66686	14.80	B	1.11	0.56	131	
IC0595	G	152.40883	11.00025	15.21	B	0.81	0.58	172	
IC0596	G	152.63062	10.04239	15.09	B	0.96	0.31	18	
IC0597	G	152.54983	-6.89925	15.66	B	0.50	0.23	170	
IC0598	G	153.20237	43.14553	13.72	B	1.65	0.41	7	
IC0599	G	153.30212	-5.62900	15.10	B	1.17	0.29	36	
IC0600	G	154.29546	-3.49778	13.70	B	1.92	1.03	13	
IC0601	G	154.56371	7.03883	15.38	B	0.47	0.22	37	
IC0602	G	154.58221	7.04931	13.58	B	0.97	0.50	173	
IC0603	G	154.85438	-5.65617	14.89	B	1.31	0.79	174	
IC0605	G	155.60054	1.19825	14.63	B	0.77	0.54	9	
IC0607	G	156.03575	16.74189	14.73	B	1.27	0.96	87	
IC0608	G	156.08804	-6.03931	14.77	B	0.95	0.54	108	
IC0609	G	156.39762	-2.21522	14.33	B	1.35	0.39	19	
IC0610	G	156.61821	20.22819	14.59	B	1.89	0.33	28	
IC0612	G	156.77442	11.05489	15.36	B	0.42	0.25	174	
IC0613	G	156.78246	11.01072	15.02	B	0.77	0.70	12	
IC0614	G	156.71604	-3.46475	14.80	V	0.78	0.53	18	
IC0615	G	156.84158	11.07997	15.34	B	1.22	0.36	143	
IC0616	G	158.19817	15.86083	14.56	B	0.93	0.75	160	
IC0619	G	158.45825	12.87836	14.77	B	0.84	0.65	177	
IC0620	G	158.38929	11.87139	15.28	B	0.73	0.60	88	
IC0621	G	158.33767	2.61614	15.16	B	0.90	0.62	82	
IC0623	G	158.83754	3.55839	14.95	B	0.94	0.32	151	
IC0624	G	159.06325	-8.33394	14.27	B	2.42	0.55	39	
IC0625	G	160.65854	-23.93561	13.79	B	2.25	0.53	105	
IC0626	G	159.23792	-7.02386	15.19	B	1.21	0.95	137	
IC0627	G	159.33288	-3.35781	14.61	B	0.72	0.57	175	
IC0628	G	159.40079	5.60369	14.77	B	0.89	0.67	120	
IC0630	G	159.64004	-7.17053	12.98	B	2.12	1.67	150	
IC0631	G	159.74542	-7.05239	16.19	B	0.67	0.59	147	
IC0632	G	159.79913	-0.40947	14.18	V	0.98	0.57	30	
IC0633	G	159.85158	-0.38931	14.62	V	0.65	0.27	103	
IC0634	G	160.22871	5.99183	15.05	B	1.00	0.38	116	
IC0635	G	160.43875	15.64333	15.09	B	1.09	0.33	7	
IC0636	G	160.46079	4.33078	14.88	B	0.95	0.41	49	
IC0637	G	160.59133	15.35961	15.32	B	0.75	0.50	17	
IC0638	G	160.94992	15.89514	15.51	B	0.77	0.38	2	
IC0639	G	161.46675	16.93044	14.85	B	1.41	0.42	180	
IC0640	Other	161.71021	34.76764						
IC0641	Other	161.95588	34.67283						
IC0642	G	162.03388	18.18869	13.89	B	1.45	1.36	19	
IC0643	G	162.36325	12.20100	15.07	B	1.34	0.46	73	
IC0645	G	162.53896	-6.04289	15.43	B	0.48	0.42	59	
IC0646	G	162.89658	55.46583	15.39	B	0.84	0.43	147	
IC0647	G	162.64371	-12.85481	15.79	B	0.68	0.39	62	
IC0648	G	162.75133	12.28739	14.88	B	0.94	0.74	158	
IC0649	GPair	162.71750	1.16389			0.70			
IC0649 NED01	G	162.71704	1.16533	15.70	B	0.70	0.56	15	
IC0649 NED02	G	162.71750	1.16167	14.90	B	0.32	0.21	0	
IC0650	G	162.66896	-13.44206	14.90	B	0.93	0.67	10	
IC0651	G	162.74338	-2.15036	13.09	B	0.72	0.71	20	
IC0653	G	163.02825	-0.56078	14.12	B	2.07	0.71	57	
IC0654	G	163.45996	-11.72558	15.14	B	1.20	0.44	133	
IC0655	G	163.59267	-0.36497	15.31	B	1.00	0.27	48	
IC0656	Other	163.78392	17.61289						
IC0657	G	164.47321	-4.90494	15.29	B	1.14	0.43	169	
IC0658	G	164.56775	8.24167	14.63	B	1.08	0.85	43	
IC0659	G	164.51608	-6.26053	15.43	B	1.24	0.86	60	
IC0660	G	164.61108	1.38292	15.51	B	0.79	0.52	31	
IC0661	G	164.71458	1.65064	15.35	B	0.77	0.55	31	
IC0662	G	164.83562	1.59883	15.57	B	0.78	0.58	71	
IC0663	G	165.15529	10.43719	15.42	B	0.85	0.57	172	
IC0664	G	165.18896	10.55306	14.68	B	1.87	1.30	53	
IC0665	G	165.12471	-13.86681	15.18	B	1.03	0.35	148	
IC0666	G	165.31171	10.48111	15.23	B	0.58	0.33	147	
IC0667	G	166.65229	15.08872	15.63	B	0.68	0.58	32	
IC0668	G	166.66483	15.04092	15.37	B	0.66	0.39	95	
IC0669	G	166.81904	6.30247	14.28	B	1.08	0.67	169	
IC0670	G	166.87004	6.71425	14.55	B	1.11	0.98	65	
IC0671	G	166.88167	0.78311	14.62	B	1.21	0.95	21	
IC0672	G	167.01346	-12.48417			0.75	0.33	155	
IC0673	G	167.35546	-0.09772	14.65	B	1.29	0.59	168	
IC0674	G	167.77650	43.63300	14.36	B	1.37	0.41	121	
IC0676	G	168.16592	9.05583	13.41	B	1.85	1.31	0	
IC0677	G	168.48542	12.30108	13.67	B	1.43	0.60	45	
IC0678	G	168.52658	6.57719	15.38	B	0.78	0.50	141	
IC0679	G	169.15254	-13.97208	15.39	B	0.53	0.37	125	
IC0680	G	169.47792	-1.94644	14.59	B	0.81	0.56	154	
IC0681	G	169.63304	-12.14022	14.79	B	0.87	0.45	35	
IC0683	G	170.38242	2.75181	15.50	B	0.69	0.49	175	
IC0685	G	170.52717	17.75342	16.33	B	0.68	0.43	176	
IC0686	G	170.77196	5.64467	15.55	B	0.51	0.26	42	
IC0687	G	171.07221	47.84753	14.87	B	1.08	1.03	121	
IC0688	G	170.91767	-9.79556	15.01	B	0.98	0.49	98	
IC0690	G	171.08588	-8.34197	15.26	B	1.17	0.46	170	
IC0691	G	171.68467	59.15542	13.74	V	1.14	0.72	148	
IC0692	G	171.47279	9.98750	14.22	B	0.85	0.56	118	
IC0693	G	171.70258	-5.00400	14.65	B	0.98	0.48	90	
IC0694	G	172.11375	58.57847	18.20	B	0.21	0.18	51	
IC0695	G	171.99287	-11.71533	15.29	B	0.65	0.21	85	
IC0696	G	172.16633	9.09869	14.50	B	0.92	0.85	16	
IC0697	G	172.14354	-1.62958	15.43	B	0.67	0.47	131	
IC0698	G	172.26600	9.11206	14.43	B	1.04	0.50	147	
IC0699	G	172.27704	8.98858	14.53	B	1.21	0.34	12	
IC0700	GGroup	172.31450	20.58492			1.10			
IC0700 NED01	G	172.30900	20.58111	16.31	B	0.20	0.13	0	
IC0700 NED02	G	172.31375	20.58317	14.09	B	0.94	0.46	71	
IC0700 NED03	G	172.31817	20.58658	17.23	B	0.30	0.28	25	
IC0700 NED04	G	172.31958	20.58786	18.73	B	0.25	0.11	54	
IC0701	G	172.75283	20.46894	14.63	V	0.74	0.55	77	
IC0702	G	172.72796	-4.92200	15.57	B	0.75	0.42	130	
IC0705	G	173.23479	50.24186	15.05	B	0.77	0.50	34	
IC0706	G	173.30258	-13.33806	14.98	B	1.52	0.27	111	
IC0707	G	173.43600	21.38006	13.84	V	0.65	0.52	5	
IC0708	G	173.49675	49.06206	14.13	B	1.50	0.98	140	
IC0709	G	173.56058	49.04317	14.96	B	1.05	0.93	25	
IC0710	G	173.61421	25.87647	15.65	B	0.80	0.49	180	
IC0711	G	173.69400	48.95611	15.17	B	0.87	0.81	27	
IC0712	G	173.70546	49.07769	14.39	B	3.02	0.89	91	
IC0715	GPair	174.22762	-8.37739			1.00			
IC0715NW	G	174.22588	-8.37581	15.03	B	0.87	0.40	157	
IC0715SE	G	174.22892	-8.37872			0.33	0.23	23	
IC0716	G	174.76388	-0.20600	14.81	B	1.59	0.30	123	
IC0718	G	174.96988	8.87453	14.56	B	1.15	0.57	180	
IC0719	G	175.07712	9.00989	13.76	B	1.22	0.39	52	
IC0720	GPair	175.59292	8.76778			1.30			
IC0720 NED01	G	175.59292	8.76547	14.95	B	1.05	0.93	8	
IC0720 NED02	G	175.59308	8.76986	14.82	B	0.75	0.52	172	
IC0721	G	175.62033	-8.34033	15.22	B	1.63	0.29	99	
IC0722	G	175.68233	8.97422	14.82	B	0.92	0.57	76	
IC0723	G	175.74000	-8.33250	14.62	B	0.80	0.62	149	
IC0724	G	175.89446	8.94247	13.65	B	2.39	0.73	59	
IC0725	G	175.87225	-1.66797	14.94	B	0.74	0.66	125	
IC0726	G	175.93875	33.39194	15.91	B	0.87	0.77	103	
IC0727	G	176.11917	10.78381	14.89	B	1.65	0.28	161	
IC0728	G	176.21029	-1.60133	14.46	B	1.20	0.58	63	
IC0729	G	176.32633	33.33581	15.27	B	0.57	0.25	4	
IC0731	G	176.32533	49.57042	15.78	B	0.70	0.36	83	
IC0732	GPair	176.49833	20.44278			1.10			
IC0732N	G	176.49762	20.44703	15.42	V	0.65	0.27	155	
IC0732S	G	176.49946	20.43892	15.39	B	0.74	0.39	128	
IC0733	G	176.49400	-8.15583	16.10	B	0.72	0.19	90	
IC0734	GPair	176.51583	-8.26778			1.10			
IC0734 NED01	G	176.51563	-8.27103	15.75	B	0.95	0.47	15	
IC0734 NED02	G	176.51617	-8.26497	15.65	B	0.83	0.71	12	
IC0735	G	177.05333	13.20939	14.93	B	1.16	0.69	154	
IC0736	G	177.08383	12.71658	15.57	B	0.66	0.63	82	
IC0737	G	177.11467	12.72739	14.81	B	0.82	0.70	108	
IC0738	G	177.22862	-4.68194	14.88	B	0.80	0.47	99	
IC0739	G	177.88038	23.86286	14.93	B	1.09	0.76	151	
IC0741	G	177.63237	-4.83589	14.98	B	1.03	0.52	136	
IC0742	G	177.75937	20.79972	13.93	V	1.07	0.86	121	
IC0743	G	178.34275	-13.26486	15.18	B	1.19	0.31	144	
IC0744	G	178.51979	23.19222	15.91	B	0.63	0.38	52	
IC0745	G	178.55112	0.13664	13.52	V	0.78	0.76	10	
IC0746	G	178.89638	25.88944	14.51	B	1.01	0.46	169	
IC0747	G	179.27042	-8.29233	15.35	B	0.65	0.30	40	
IC0748	G	179.36129	7.46094	15.09	B	0.85	0.67	78	
IC0749	G	179.64187	42.73403	12.28	V	2.13	1.71	159	
IC0750	G	179.71750	42.72247	11.82	V	2.11	1.02	40	
IC0751	G	179.71917	42.57033	14.39	V	1.10	0.41	30	
IC0752	G	179.81250	42.56683	15.34	B	0.58	0.43	91	
IC0753	G	179.80367	-0.52383	14.45	B	1.07	0.69	24	
IC0754	G	179.84812	-1.65453	14.27	B	0.96	0.74	29	
IC0756	G	180.74087	4.84586	17.54	V	1.70	0.70	99	
IC0758	G	181.04950	62.50536	14.25	B	1.75	0.80	28	
IC0759	Other	181.28888	20.26000						
IC0760	G	181.47296	-29.29208	13.51	B	1.82	0.53	149	
IC0761	G	181.47375	-12.67333	15.44	B	1.00	0.38	108	
IC0762	G	182.04983	25.75714	14.80	B	0.79	0.50	144	
IC0763	G	182.06379	25.81150	15.43	B	0.91	0.45	86	
IC0764	G	182.55912	-29.73681	12.41	V	4.84	1.14	177	
IC0765	Other	182.62904	16.13519						
IC0766	G	182.72333	-12.65525	14.88	B	1.77	0.31	168	
IC0767	G	182.76138	12.10400	14.43	B	0.93	0.68	75	
IC0768	G	182.94842	12.14372	14.46	B	1.29	0.57	112	
IC0769	G	183.13471	12.12381	13.39	B	2.20	1.51	37	
IC0770	G	183.25971	-4.55336	16.01	B	0.46	0.43	40	
IC0771	G	183.80517	13.18453	14.69	B	0.72	0.58	92	
IC0772	G	183.81621	23.95817	15.38	B	0.78	0.36	96	
IC0773	G	184.53371	6.13956	14.49	B	0.78	0.65	9	
IC0774	G	184.71358	-6.76656	15.73	B	0.80	0.47	142	
IC0775	G	184.72362	12.91267	13.26	V	1.05	0.77	11	
IC0776	G	184.76208	8.85611	14.35	B	1.12	0.62	93	
IC0777	G	184.84900	28.30994	14.49	B	0.84	0.40	144	
IC0779	G	184.91137	29.88319	14.96	B	0.97	0.93	50	
IC0780	G	184.99325	25.77169	14.36	B	1.18	0.83	8	
IC0781	G	185.01375	14.96153	14.17	B	1.30	1.24	30	
IC0782	G	185.40404	5.76575	14.31	B	1.14	0.64	61	
IC0783	G	185.41163	15.74511	14.09	B	1.23	1.13	100	
IC0784	G	185.62521	-4.65269	14.12	B	2.11	0.60	96	
IC0785	G	185.75867	-13.22364	14.65	V	1.13	0.49	70	
IC0786	G	185.79563	-13.20467	14.04	V	1.03	0.89	176	
IC0787	G	186.35467	16.12419	14.89	B	1.06	0.44	180	
IC0789	G	186.58550	7.46017	14.78	B	1.01	0.58	140	
IC0791	G	186.74783	22.63958	14.39	B	1.05	0.97	78	
IC0792	G	186.78654	16.32539	14.76	B	1.02	0.45	56	
IC0794	G	187.03588	12.09331	13.53	V	1.32	0.94	103	
IC0795	G	187.13058	23.30494	15.15	B	0.66	0.33	155	
IC0796	G	187.35979	16.40478	13.79	B	1.46	0.46	145	
IC0797	G	187.97817	15.12394	13.56	B	1.10	0.75	105	
IC0798	G	188.13921	15.41539	14.26	V	0.90	0.87	36	
IC0800	G	188.48608	15.35483	13.74	B	1.51	1.10	151	
IC0801	G	188.43729	52.25481	14.74	B	1.10	0.92	55	
IC0803	GGroup	189.90421	16.58803			1.20			
IC0803 NED01	G	189.89942	16.58783	16.35	B	1.00	0.32	75	
IC0803 NED02	G	189.90629	16.58853	15.32	B	0.89	0.14	125	
IC0804	G	190.31654	-5.00911	14.53	B	1.03	0.49	64	
IC0806	G	190.53512	-17.34936	15.47	B	0.94	0.61	107	
IC0807	G	190.55204	-17.40356	14.61	B	1.13	0.70	67	
IC0808	Other	190.47729	19.93211						
IC0809	G	190.53608	11.75428	13.72	V	0.97	0.91	4	
IC0810	G	190.53783	12.59681	14.26	B	1.62	0.58	167	
IC0812	G	191.21192	-4.43461	14.85	B	0.90	0.56	118	
IC0813	G	191.29933	23.03614	13.42	V	0.94	0.74	21	
IC0814	G	191.39225	-8.09219	15.84	B	0.85	0.35	170	
IC0815	G	191.59446	11.87661	15.43	B	0.85	0.74	138	
IC0816	G	191.69308	9.85056	14.87	B	1.10	0.70	34	
IC0817	G	191.73667	9.85711	14.89	B	0.73	0.66	91	
IC0818	G	191.68563	29.73528	15.06	B	0.89	0.25	47	
IC0821	G	191.85900	29.78778	13.80	V	1.00	0.92	121	
IC0822	G	191.93987	30.07719	15.44	B	0.74	0.55	98	
IC0825	G	192.57987	-5.36300	15.49	B	0.62	0.45	79	
IC0826	G	192.83304	31.05964	14.74	B	0.69	0.48	62	
IC0827	G	192.97942	16.28286	14.93	B	0.89	0.42	103	
IC0828	G	193.06513	-8.13286	15.02	B	0.69	0.27	145	
IC0829	G	193.11429	-15.51853	13.46	V	0.38	0.38	105	
IC0830	G	192.81883	53.69631	14.16	B	1.16	0.60	164	
IC0831	G	193.18363	26.47042	15.17	B	0.86	0.41	96	
IC0832	G	193.49629	26.44406	14.94	B	0.78	0.74	2	
IC0833	G	194.15917	-6.73342	16.70	B	0.43	0.34	138	
IC0834	G	194.07750	26.35892	15.06	B	0.91	0.54	96	
IC0835	G	194.21783	26.48772	14.87	B	0.76	0.70	144	
IC0836	G	193.97508	63.61233	14.53	B	1.23	0.24	74	
IC0837	G	194.38004	26.51217	15.54	B	0.92	0.33	12	
IC0838	G	194.55654	26.42689	15.44	B	0.67	0.60	4	
IC0839	G	194.56271	28.12592	14.56	V	0.48	0.28	84	
IC0840	G	194.67513	10.61650	14.97	B	0.82	0.65	161	
IC0841	G	194.94725	21.81322	15.12	B	0.96	0.55	130	
IC0842	G	195.16479	29.01942	13.93	V	1.14	0.57	56	
IC0844	G	195.82592	-30.52108	13.70	B	1.77	0.54	100	
IC0845	G	196.23925	12.07906	15.34	B	0.84	0.64	129	
IC0846	G	196.33796	23.09556	15.13	B	0.73	0.62	154	
IC0848	G	196.75650	16.00711	15.40	B	0.73	0.54	165	
IC0849	G	196.91121	-0.94247	14.09	B	1.02	0.90	91	
IC0850	G	196.95929	-0.86844	14.97	B	0.95	0.26	68	
IC0851	G	197.14308	21.04978	13.91	V	1.13	0.41	152	
IC0852	G	196.90317	60.15719	14.76	B	1.17	0.98	24	
IC0853	G	197.17387	52.77428	13.57	V	1.03	0.96	14	
IC0854	G	197.45821	24.57756	14.30	V	0.92	0.69	122	
IC0855	G	197.65375	-4.48453	14.84	B	0.72	0.63	15	
IC0856	G	197.67337	20.53678	15.19	B	0.73	0.21	64	
IC0857	G	198.45904	17.07625	14.57	B	0.99	0.74	100	
IC0858	G	198.71642	17.22678	14.71	B	1.56	1.09	100	
IC0859	G	198.73867	17.22517	15.17	B	0.68	0.61	142	
IC0860	G	198.76471	24.61886	14.47	B	0.96	0.60	19	
IC0861	G	198.78092	34.32878	15.57	B	0.84	0.58	76	
IC0862	G	199.06408	20.04767	15.26	B	0.54	0.54	80	
IC0863	G	199.30167	-17.25447	14.27	B	1.14	0.79	45	
IC0864	G	199.28537	20.69172	16.99	B	0.58	0.27	23	
IC0865	G	199.39787	-5.83389	15.27	B	0.73	0.61	40	
IC0866	G	199.31979	20.69100	15.48	B	0.67	0.37	34	
IC0867	G	199.33246	20.63808	14.92	B	1.27	0.90	18	
IC0868	G	199.36892	20.61233	14.79	B	0.79	0.74	9	
IC0869	GPair	199.37817	20.68108			1.00			
IC0869 NED01	G	199.37483	20.68419	15.90	B	0.55	0.44	80	
IC0869 NED02	G	199.38183	20.67758	16.57	B	0.33	0.29	80	
IC0870	G	199.37875	20.60011	15.16	B	0.79	0.48	45	
IC0871	G	199.49442	4.40342	14.48	B	1.57	0.79	70	
IC0872	G	199.25667	6.35708	15.07	B	1.16	0.93	117	
